"wkreis_nr";"partei";"titel";"nname";"vname";"geb_jahr";"ges";"beruf";"wohnort";"listenplatz";"alter";"alter_kat";"name";"wkreis_2017_bez";"erststimm_perc";"MdL_2017";"stimme";"wahl"
"81";"CDU";NA;"Stullich";"Andrea";"1965";"w";"Journalistin, Mitglied des Landtags NRW";"Rheine";NA;"57";"55-64 J.";"Andrea Stullich";"Steinfurt II";"46,4";"Ja";"erststimme";"Direkt"
"81";"DIE LINKE";NA;"Freund";"Marvin";"1990";"m";"Anlagenmechaniker für Sanitär-, Heizungs- und Klimatechnik";"Recke";NA;"32";"25-34 J.";"Marvin Freund";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"82";"AfD";NA;"Woltering";"Mike";"1977";"m";"Soldat";"Neuenkirchen";NA;"45";"45-54 J.";"Mike Woltering";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"83";"AfD";NA;"Birke";"Helmut Gerhard";"1954";"m";"Dipl. Informatiker (TU)";"Münster";NA;"68";"65-74 J.";"Helmut Gerhard Birke";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"83";"DIE LINKE";NA;"Geuking";"Katharina";"1987";"w";"Rechtliche Betreuerin";"Münster";NA;"35";"35-44 J.";"Katharina Geuking";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"84";"AfD";NA;"Mol";"Richard Frederek";"1968";"m";"Privatier";"Münster";NA;"54";"45-54 J.";"Richard Frederek Mol";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"85";"AfD";NA;"Pöhling";"Ralf";"1971";"m";"Sicherheitskraft";"Münster";NA;"51";"45-54 J.";"Ralf Pöhling";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"85";"DIE LINKE";NA;"Strack";"Joshua Samuel";"1998";"m";"Student";"Remscheid";NA;"24";"15-24 J.";"Joshua Samuel Strack";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"86";"AfD";NA;"Kuttig";"Joachim";"1966";"m";"Dreher";"Ennigerloh";NA;"56";"55-64 J.";"Joachim Kuttig";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"86";"CDU";NA;"Hagemeier";"Daniel";"1970";"m";"Betriebswirt im Gesundheitswesen";"Oelde";NA;"52";"45-54 J.";"Daniel Hagemeier";"Warendorf I";"48,1";"Ja";"erststimme";"Direkt"
"86";"DIE LINKE";NA;"Siewert";"Mark";"2004";"m";"Schüler";"Warendorf";NA;"18";"15-24 J.";"Mark Siewert";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"87";"DIE LINKE";NA;"Schulte";"Karl Stephan";"1963";"m";"Buchhalter";"Ahlen";NA;"59";"55-64 J.";"Karl Stephan Schulte";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"88";"AfD";NA;"Groh";"Matthias";"1965";"m";"Kaufmann";"Bad Oeynhausen";NA;"57";"55-64 J.";"Matthias Groh";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"89";"GRÜNE";NA;"Sasse";"Jana";"1994";"w";"Kauffrau für Büromanagement";"Porta Westfalica";NA;"28";"25-34 J.";"Jana Sasse";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"90";"AfD";NA;"Sprenger";"Roland";"1949";"m";"Pensionär";"Herford";NA;"73";"65-74 J.";"Roland Sprenger";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"90";"DIE LINKE";NA;"Sturm";"Alexander";"1989";"m";"Student";"Bielefeld";NA;"33";"25-34 J.";"Alexander Sturm";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"90";"FDP";NA;"Joswig";"Céline";"1997";"w";"Studentin";"Enger";NA;"25";"25-34 J.";"Céline Joswig";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"91";"DIE LINKE";NA;"Günay";"Seyhmus";"1977";"m";"Gas- und Wasserinstallateur";"Löhne";NA;"45";"45-54 J.";"Seyhmus Günay";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"92";"AfD";"Dr.";"Sander";"Florian";"1984";"m";"Fraktionsreferent";"Bielefeld";NA;"38";"35-44 J.";"Florian Sander";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"92";"DIE LINKE";"Dr.";"Ocak";"Onur";"1987";"m";"Volljurist";"Bielefeld";NA;"35";"35-44 J.";"Onur Ocak";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"93";"AfD";NA;"Kneller";"Maximilian";"1993";"m";"Angestellter";"Bielefeld";NA;"29";"25-34 J.";"Maximilian Kneller";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"93";"DIE LINKE";NA;"Straetmanns";"Florian";"1958";"m";"Lehrer";"Bielefeld";NA;"64";"55-64 J.";"Florian Straetmanns";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"93";"GRÜNE";NA;"Kartal";"Cim";"1977";"m";"Projektmanager";"Bielefeld";NA;"45";"45-54 J.";"Cim Kartal";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"94";"AfD";NA;"Gröppel";"Maic";"1962";"m";"Trockenbauer";"Bielefeld";NA;"60";"55-64 J.";"Maic Gröppel";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"94";"DIE LINKE";NA;"Taeubig";"Meike";"1989";"w";"Sachbearbeiterin";"Bielefeld";NA;"33";"25-34 J.";"Meike Taeubig";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"94";"FDP";NA;"Schneidereit";"Martina";"1966";"w";"Hotel- und Touristikfachfrau";"Bielefeld";NA;"56";"55-64 J.";"Martina Schneidereit";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"95";"DIE LINKE";NA;"Dowhan";"Franz";"1953";"m";"Rentner";"Gütersloh";NA;"69";"65-74 J.";"Franz Dowhan";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"96";"AfD";NA;"Brinkrolf";"Johannes";"1964";"m";"Wirtschaftsinformatiker";"Rheda-Wiedenbrück";NA;"58";"55-64 J.";"Johannes Brinkrolf";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"96";"CDU";NA;"Kuper";"André";"1960";"m";"Landtagspräsident, Mitglied des Landtages";"Rietberg";NA;"62";"55-64 J.";"André Kuper";"Gütersloh III";"55,3";"Ja";"erststimme";"Direkt"
"96";"DIE LINKE";NA;"Schwermann";"Marcus";"1975";"m";"Jurist";"Rheda-Wiedenbrück";NA;"47";"45-54 J.";"Marcus Schwermann";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"96";"GRÜNE";NA;"Mester";"Bernd";"1968";"m";"Fachkrankenpfleger für Anästhesie und Intensivmedizin";"Rheda-Wiedenbrück";NA;"54";"45-54 J.";"Bernd Mester";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"97";"AfD";NA;"Reinknecht";"Sabine";"1959";"w";"Selbstständige Friseurmeisterin";"Bad Salzuflen";NA;"63";"55-64 J.";"Sabine Reinknecht";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"97";"DIE LINKE";NA;"Senz-Ndiaye";"Dorothea";"1951";"w";"Rentnerin";"Bad Salzuflen";NA;"71";"65-74 J.";"Dorothea Senz-Ndiaye";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"98";"DIE LINKE";NA;"Kinder";"Nikolai";"1993";"m";"Erzieher";"Vlotho";NA;"29";"25-34 J.";"Nikolai Kinder";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"99";"AfD";NA;"Hübner";"Viktor";"1977";"m";"Fachwirt für Finanzberatung";"Detmold";NA;"45";"45-54 J.";"Viktor Hübner";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"99";"CDU";NA;"Zertik";"Heinrich";"1957";"m";"Schlosser";"Schieder-Schwalenberg";NA;"65";"65-74 J.";"Heinrich Zertik";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"99";"DIE LINKE";NA;"Brinkmann";"Walter";"1955";"m";"Rentner";"Detmold";NA;"67";"65-74 J.";"Walter Brinkmann";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"99";"GRÜNE";NA;"Broeker";"Timo";"1976";"m";"Ingenieur";"Blomberg";NA;"46";"45-54 J.";"Timo Broeker";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"100";"AfD";NA;"Hermneuwöhner";"Julian";"1990";"m";"IT-Berater";"Büren";NA;"32";"25-34 J.";"Julian Hermneuwöhner";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"100";"CDU";NA;"Hoppe-Biermeyer";"Bernhard";"1961";"m";"Selbstständiger Unternehmer";"Delbrück";NA;"61";"55-64 J.";"Bernhard Hoppe-Biermeyer";"Paderborn I";"56,3";"Ja";"erststimme";"Direkt"
"100";"DIE LINKE";NA;"Yesil";"Mehmet Ali";"1994";"m";"Student";"Bad Lippspringe";NA;"28";"25-34 J.";"Mehmet Ali Yesil";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"101";"AfD";NA;"Weber";"Marvin";"1992";"m";"Student";"Paderborn";NA;"30";"25-34 J.";"Marvin Weber";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"101";"CDU";NA;"Sieveke";"Daniel";"1976";"m";"Sparkassenbetriebswirt, Mitglied des Landtages";"Paderborn";NA;"46";"45-54 J.";"Daniel Sieveke";"Paderborn II";"44,5";"Ja";"erststimme";"Direkt"
"101";"DIE LINKE";NA;"Drewer";"Holger";"1993";"m";"Student";"Paderborn";NA;"29";"25-34 J.";"Holger Drewer";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"102";"AfD";NA;"Lange";"Klaus";"1961";"m";"Kraftfahrer";"Bad Driburg";NA;"61";"55-64 J.";"Klaus Lange";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"102";"CDU";NA;"Goeken";"Matthias";"1964";"m";"Mitglied des Landtages";"Bad Driburg";NA;"58";"55-64 J.";"Matthias Goeken";"Höxter";"50,8";"Ja";"erststimme";"Direkt"
"103";"AfD";NA;"Geitz";"Andreas";"1964";"m";"Kaufmann";"Hagen";NA;"58";"55-64 J.";"Andreas Geitz";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"103";"DIE LINKE";NA;"Hasenberg";"Marvin";"1995";"m";"Fachkraft für Veranstaltungstechnik";"Hagen";NA;"27";"25-34 J.";"Marvin Hasenberg";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"104";"AfD";NA;"Korte";"Carl-Dietrich";"1960";"m";"Lehrer";"Ennepetal";NA;"62";"55-64 J.";"Carl-Dietrich Korte";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"104";"DIE LINKE";NA;"Sondermeyer";"Ralf";"1961";"m";"Büroangestellter";"Hagen";NA;"61";"55-64 J.";"Ralf Sondermeyer";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"105";"AfD";NA;"Paffrath";"André";"1983";"m";"Gefahrgutbeauftragter";"Schwelm";NA;"39";"35-44 J.";"André Paffrath";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"105";"DIE LINKE";NA;"Halbe";"Pauline";"1997";"w";"Studierende";"Schwelm";NA;"25";"25-34 J.";"Pauline Halbe";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"105";"GRÜNE";NA;"Karsten";"Alexander";"1972";"m";"Dipl.-Finanzwirt";"Sprockhövel";NA;"50";"45-54 J.";"Alexander Karsten";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"106";"AfD";NA;"Valton";"Jean";"1981";"m";"Pflegefachkraft";"Ennepetal";NA;"41";"35-44 J.";"Jean Valton";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"106";"DIE LINKE";NA;"Weiß";"Ursula";"1960";"w";"Sozialwissenschaftlerin";"Witten";NA;"62";"55-64 J.";"Ursula Weiß";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"107";"AfD";NA;"Fischer";"Udo";"1954";"m";"Dipl.-Wirtschaftsingenieur";"Essen";NA;"68";"65-74 J.";"Udo Fischer";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"107";"DIE LINKE";NA;"Ratajczak";"Sven-Eric";"1972";"m";"Servicetechniker";"Bochum";NA;"50";"45-54 J.";"Sven-Eric Ratajczak";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"108";"AfD";NA;"Zarei";"Abolfazl";"1968";"m";"Qualitätsmanager";"Bochum";NA;"54";"45-54 J.";"Abolfazl Zarei";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"108";"DIE LINKE";NA;"Koolen";"Bernhard";"1955";"m";"Schulleiter i.R.";"Bochum";NA;"67";"65-74 J.";"Bernhard Koolen";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"108";"FDP";NA;"Yerlikaya";"Jennifer";"1971";"w";"Oberstudienrätin";"Bochum";NA;"51";"45-54 J.";"Jennifer Yerlikaya";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"109";"DIE LINKE";NA;"Rüdiger";"Kristina";"1971";"w";"Sozialwissenschaftlerin";"Bochum";NA;"51";"45-54 J.";"Kristina Rüdiger";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"109";"GRÜNE";NA;"Bischoff";"Hans";"1993";"m";"Berufsfeuerwehrmann/Rettungssanitäter";"Bochum";NA;"29";"25-34 J.";"Hans Bischoff";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"111";"AfD";NA;"Bohnhof";"Peter";"1962";"m";"Rechtsanwalt";"Dortmund";NA;"60";"55-64 J.";"Peter Bohnhof";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"111";"DIE LINKE";NA;"Götz";"Kevin";"1994";"m";"Auszubildender";"Dortmund";NA;"28";"25-34 J.";"Kevin Götz";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"112";"AfD";NA;"Seitz";"Wolfgang";"1966";"m";"Geschäftsführer";"Dortmund";NA;"56";"55-64 J.";"Wolfgang Seitz";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"112";"DIE LINKE";NA;"Lemke";"Sonja";"1991";"w";"Physikerin";"Dortmund";NA;"31";"25-34 J.";"Sonja Lemke";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"113";"AfD";NA;"Thomas";"Dirk";"1970";"m";"Angestellter";"Dortmund";NA;"52";"45-54 J.";"Dirk Thomas";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"113";"DIE LINKE";NA;"Esch";"Andreas";"1961";"m";"Staatlich geprüfter Maschinenbautechniker";"Dortmund";NA;"61";"55-64 J.";"Andreas Esch";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"114";"AfD";NA;"Wagner";"Walter";"1960";"m";"Unternehmensberater";"Dortmund";NA;"62";"55-64 J.";"Walter Wagner";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"114";"DIE LINKE";NA;"Lammers";"Adelgunde";"1959";"w";"Hausfrau";"Dortmund";NA;"63";"55-64 J.";"Adelgunde Lammers";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"114";"FDP";NA;"Isselhorst";"Jens";"1993";"m";"Procurement Manager";"Dortmund";NA;"29";"25-34 J.";"Jens Isselhorst";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"115";"AfD";NA;"Chmielecki";"Jürgen";"1965";"m";"Sozialtherapeut";"Unna";NA;"57";"55-64 J.";"Jürgen Chmielecki";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"115";"DIE LINKE";NA;"Willnat";"Anke";"1976";"w";"Selbstständige Musikerin";"Schwerte";NA;"46";"45-54 J.";"Anke Willnat";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"115";"GRÜNE";NA;"Hierweck";"Hans";"1984";"m";"Projektreferent";"Dortmund";NA;"38";"35-44 J.";"Hans Hierweck";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"116";"AfD";NA;"Hagelstein";"Friederike";"1996";"w";"Studentin";"Lünen";NA;"26";"25-34 J.";"Friederike Hagelstein";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"116";"GRÜNE";"Dr.";"Heil";"Gerrit";"1976";"m";"Unternehmer";"Bönen";NA;"46";"45-54 J.";"Gerrit Heil";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"117";"AfD";NA;"Lehmann";"Ulrich";"1970";"m";"Architekt";"Kamen";NA;"52";"45-54 J.";"Ulrich Lehmann";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"117";"GRÜNE";NA;"Ziel";"Maximilian";"1990";"m";"Rechtsanwalt";"Schwerte";NA;"32";"25-34 J.";"Maximilian Ziel";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"118";"AfD";NA;"Jung";"Pierre";"1976";"m";"Berufskraftfahrer";"Düsseldorf";NA;"46";"45-54 J.";"Pierre Jung";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"118";"DIE LINKE";NA;"Kleinemeier";"Sven";"1981";"m";"Angestellter";"Hamm";NA;"41";"35-44 J.";"Sven Kleinemeier";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"119";"AfD";"Dr.";"Jacobi";"Wilfried";"1943";"m";"Dipl.-Chemiker";"Bad Sassendorf";NA;"79";"75 J. und älter";"Wilfried Jacobi";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"119";"DIE LINKE";NA;"Linnhoff";"Roland";"1969";"m";"Postbeamter a. D.";"Soest";NA;"53";"45-54 J.";"Roland Linnhoff";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"119";"GRÜNE";NA;"Klug";"Jürgen";"1966";"m";"Erzieher, freier Journalist";"Soest";NA;"56";"55-64 J.";"Jürgen Klug";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"120";"DIE LINKE";NA;"Mühlfeld";"Nikola";"1959";"w";"Erzieherin";"Lippstadt";NA;"63";"55-64 J.";"Nikola Mühlfeld";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"121";"AfD";NA;"Laatsch";"Klaus";"1977";"m";"Elektroinstallateur";"Iserlohn";NA;"45";"45-54 J.";"Klaus Laatsch";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"121";"DIE LINKE";NA;"Wolff";"Nancy";"1985";"w";"Speditionskauffrau";"Iserlohn";NA;"37";"35-44 J.";"Nancy Wolff";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"121";"GRÜNE";NA;"Haberle";"John";"1970";"m";"Dipl.-Sozialwissenschaftler";"Iserlohn";NA;"52";"45-54 J.";"John Haberle";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"122";"AfD";NA;"Karagiannidis";"Charalambos";"1967";"m";"Fachkraft für Schutz und Sicherheit";"Menden";NA;"55";"55-64 J.";"Charalambos Karagiannidis";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"122";"DIE LINKE";NA;"Förster";"Udo";"1966";"m";"Kaufmann im Außendienst";"Menden";NA;"56";"55-64 J.";"Udo Förster";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"122";"GRÜNE";NA;"Olbrich";"Sylvia";"1977";"w";"Pflegemutter";"Iserlohn";NA;"45";"45-54 J.";"Sylvia Olbrich";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"123";"AfD";NA;"Karpinsky";"Horst";"1966";"m";"Industriekaufmann";"Plettenberg";NA;"56";"55-64 J.";"Horst Karpinsky";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"123";"DIE LINKE";NA;"Ersching";"Otto";"1965";"m";"Werkzeugkonstrukteur";"Lüdenscheid";NA;"57";"55-64 J.";"Otto Ersching";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"123";"GRÜNE";NA;"Decker";"Julia";"1981";"w";"Physiotherapeutin";"Lüdenscheid";NA;"41";"35-44 J.";"Julia Decker";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"124";"CDU";NA;"Kaiser";"Klaus";"1957";"m";"Mitglied des Landtages";"Arnsberg";NA;"65";"65-74 J.";"Klaus Kaiser";"Hochsauerlandkreis I";"48,7";"Ja";"erststimme";"Direkt"
"124";"DIE LINKE";NA;"Gössling";"Karl-Ludwig";"1957";"m";"Pensionär";"Bestwig";NA;"65";"65-74 J.";"Karl-Ludwig Gössling";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"125";"AfD";NA;"Hartwig";"Nils";"1992";"m";"Student";"Holzwickede";NA;"30";"25-34 J.";"Nils Hartwig";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"125";"CDU";NA;"Kerkhoff";"Matthias";"1979";"m";"Mitglied des Landtages";"Olsberg";NA;"43";"35-44 J.";"Matthias Kerkhoff";"Hochsauerlandkreis II";"56,5";"Ja";"erststimme";"Direkt"
"125";"DIE LINKE";NA;"Prange";"Reinhard";"1947";"m";"Rentner";"Brilon";NA;"75";"75 J. und älter";"Reinhard Prange";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"125";"GRÜNE";NA;"Grunwald";"Bastian";"1989";"m";"Schulbegleiter";"Brilon";NA;"33";"25-34 J.";"Bastian Grunwald";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"126";"AfD";NA;"Zoz";"Henning";"1964";"m";"Unternehmer";"Freudenberg";NA;"58";"55-64 J.";"Henning Zoz";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"126";"DIE LINKE";NA;"Stadler";"Mark Philip";"1986";"m";"Projektmitarbeiter";"Netphen";NA;"36";"35-44 J.";"Mark Philip Stadler";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"127";"DIE LINKE";NA;"Wiegel";"Roland";"1997";"m";"Studium des Wirtschaftsingenieurwesens";"Siegen";NA;"25";"25-34 J.";"Roland Wiegel";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"127";"GRÜNE";NA;"Remmel";"Johannes";"1962";"m";"Politiker";"Siegen";NA;"60";"55-64 J.";"Johannes Remmel";NA;NA;"Ja";"zweitstimme";"nicht
ge-
wählt"
"128";"AfD";NA;"Stephan";"Ursula Regine";"1952";"w";"Realschullehrerin";"Hilchenbach";NA;"70";"65-74 J.";"Ursula Regine Stephan";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"128";"CDU";NA;"Ritter";"Jochen";"1966";"m";"Dipl.-Verwaltungswirt (FH), Dipl.-Wirtschaftsingenieur (FH)";"Olpe";NA;"56";"55-64 J.";"Jochen Ritter";"Olpe";"54,7";"Ja";"erststimme";"Direkt"
"128";"DIE LINKE";NA;"Bock";"Thomas";"1984";"m";"Student der Sozialen Arbeit";"Attendorn";NA;"38";"35-44 J.";"Thomas Bock";NA;NA;"Nein";NA;"nicht
ge-
wählt"
